total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;ignored;trustPhase;trustValue;noIgnored;noSuggestions;world_nr;tick_nr
0;0;0;0;0;1;0.25;0;0;1;75
0;0;0;0;0;1;0.25;0;0;1;76
0;0;0;0;0;1;0.25;0;0;1;77
0;0;0;0;0;1;0.25;0;0;1;78
0;0;0;0;0;1;0.25;0;0;1;79
0;0;0;0;0;1;0.25;0;0;1;80
0;0;0;0;0;1;0.25;0;0;1;81
0;0;0;0;0;1;0.25;0;0;1;82
0;0;0;0;0;1;0.25;0;0;1;83
0;0;0;0;0;1;0.25;0;0;1;84
0;0;0;0;0;1;0.25;0;0;1;85
0;0;0;0;0;1;0.25;0;0;1;86
0;0;0;0;0;1;0.25;0;0;1;87
0;0;0;0;0;1;0.25;0;0;1;88
0;0;0;0;0;1;0.25;0;0;1;89
0;0;0;0;0;1;0.25;0;0;1;90
0;0;0;0;0;1;0.25;0;0;1;91
0;0;0;0;0;1;0.25;0;0;1;92
0;0;0;0;0;1;0.25;0;0;1;93
0;0;0;0;0;1;0.25;0;0;1;94
0;0;0;0;0;1;0.25;0;0;1;95
0;0;0;0;0;1;0.25;0;0;1;96
0;0;0;0;0;1;0.25;0;0;1;97
0;0;0;0;0;1;0.25;0;0;1;98
0;0;0;0;0;1;0.25;0;0;1;99
0;0;0;0;0;1;0.25;0;0;1;100
0;0;0;0;0;1;0.25;0;0;1;101
0;0;0;0;0;1;0.25;0;0;1;102
0;0;0;0;0;1;0.25;0;0;1;103
0;0;0;0;0;1;0.25;0;0;1;104
0;0;0;0;0;1;0.25;0;0;1;105
0;0;0;0;0;1;0.25;0;0;1;106
0;0;0;0;0;1;0.25;0;0;1;107
0;0;0;0;0;1;0.25;0;0;1;108
0;0;0;0;0;1;0.25;0;0;1;109
0;0;0;0;0;1;0.25;0;0;1;110
0;0;0;0;0;1;0.25;0;0;1;111
0;0;0;0;0;1;0.25;0;0;1;112
0;0;0;0;0;1;0.25;0;0;1;113
0;0;0;0;0;1;0.25;0;0;1;114
0;0;0;0;0;1;0.25;0;0;1;115
0;0;0;0;0;1;0.25;0;0;1;116
0;0;0;0;0;1;0.25;0;0;1;117
0;0;0;0;0;1;0.25;0;0;1;118
0;0;0;0;0;1;0.25;0;0;1;119
0;0;0;0;0;1;0.25;0;0;1;120
0;0;0;0;0;1;0.25;0;0;1;121
0;0;0;0;0;1;0.25;0;0;1;122
0;0;0;0;0;1;0.25;0;0;1;123
0;0;0;0;0;1;0.25;0;0;1;124
0;0;0;0;0;1;0.25;0;0;1;125
0;0;0;0;0;1;0.25;0;0;1;126
0;0;0;0;0;1;0.25;0;0;1;127
0;0;0;0;0;1;0.25;0;0;1;128
0;0;0;0;0;1;0.25;0;0;1;129
0;0;0;0;0;1;0.25;0;0;1;130
0;0;0;0;0;1;0.25;0;0;1;131
0;0;0;0;0;1;0.25;0;0;1;132
0;0;0;0;0;1;0.25;0;0;1;133
0;0;0;0;0;1;0.25;0;0;1;134
0;0;0;0;0;1;0.25;0;0;1;135
0;0;0;0;0;1;0.25;0;0;1;136
0;0;0;0;0;1;0.25;0;0;1;137
0;0;0;0;0;1;0.25;0;0;1;138
0;0;0;0;0;1;0.25;0;0;1;139
0;0;0;0;0;1;0.25;0;0;1;140
0;0;0;0;0;1;0.25;0;0;1;141
0;0;0;0;0;1;0.25;0;0;1;142
0;0;0;0;0;1;0.25;0;0;1;143
0;0;0;0;0;1;0.25;0;0;1;144
0;0;0;0;0;1;0.25;0;0;1;145
0;0;0;0;0;1;0.25;0;0;1;146
0;0;0;0;0;1;0.25;0;0;1;147
0;0;0;0;0;1;0.25;0;0;1;148
0;0;0;0;0;1;0.25;0;0;1;149
0;0;0;0;0;1;0.25;0;0;1;150
0;0;0;0;0;1;0.25;0;0;1;151
0;0;0;0;0;1;0.25;0;0;1;152
0;0;0;0;0;1;0.25;0;0;1;153
0;0;0;0;0;1;0.25;0;0;1;154
0;0;0;0;0;1;0.25;0;0;1;155
0;0;0;0;0;1;0.25;0;0;1;156
0;0;0;0;0;1;0.25;0;0;1;157
0;0;0;0;0;1;0.25;0;0;1;158
0;0;0;0;0;1;0.25;0;0;1;159
0;0;0;0;0;1;0.25;0;0;1;160
0;0;0;0;0;1;0.25;0;0;1;161
0;0;0;0;0;1;0.25;0;0;1;162
0;0;0;0;0;1;0.25;0;0;1;163
0;0;0;0;0;1;0.25;0;0;1;164
0;0;0;0;0;1;0.25;0;0;1;165
0;0;0;0;0;1;0.25;0;0;1;166
0;0;0;0;0;1;0.25;0;0;1;167
0;0;0;0;0;1;0.25;0;0;1;168
0;0;0;0;0;1;0.25;0;0;1;169
0;0;0;0;0;1;0.25;0;0;1;170
0;0;0;0;0;1;0.25;0;0;1;171
0;0;0;0;0;1;0.25;0;0;1;172
0;0;0;0;0;1;0.25;0;0;1;173
0;0;0;0;0;1;0.25;0;0;1;174
0;0;0;0;0;1;0.25;0;0;1;175
0;0;0;0;0;1;0.25;0;0;1;176
0;0;0;0;0;1;0.25;0;0;1;177
0;0;0;0;0;1;0.25;0;0;1;178
0;0;0;0;0;1;0.25;0;0;1;179
0;0;0;0;0;1;0.25;0;0;1;180
0;0;0;0;0;1;0.25;0;0;1;181
0;0;0;0;0;1;0.25;0;0;1;182
0;0;0;0;0;1;0.25;0;0;1;183
0;0;0;0;0;1;0.25;0;0;1;184
0;0;0;0;0;1;0.25;0;0;1;185
0;0;0;0;0;1;0.25;0;0;1;186
0;0;0;0;0;1;0.25;0;0;1;187
0;0;0;0;0;1;0.25;0;0;1;188
0;0;0;0;0;1;0.25;0;0;1;189
0;0;0;0;0;1;0.25;0;0;1;190
0;0;0;0;0;1;0.25;0;0;1;191
0;0;0;0;0;1;0.25;0;0;1;192
0;0;0;0;0;1;0.25;0;0;1;193
0;0;0;0;0;1;0.25;0;0;1;194
0;0;0;0;0;1;0.25;0;0;1;195
0;0;0;0;0;1;0.25;0;0;1;196
0;0;0;0;0;1;0.25;0;0;1;197
0;0;0;0;0;1;0.25;0;0;1;198
0;0;0;0;0;1;0.25;0;0;1;199
0;0;0;0;0;1;0.25;0;0;1;200
0;0;0;0;0;1;0.25;0;0;1;201
0;0;0;0;0;1;0.25;0;0;1;202
0;0;0;0;0;1;0.25;0;0;1;203
0;0;0;0;0;1;0.25;0;0;1;204
0;0;0;0;0;1;0.25;0;0;1;205
0;0;0;0;0;1;0.25;0;0;1;206
0;0;0;0;0;1;0.25;0;0;1;207
0;0;0;0;0;1;0.25;0;0;1;208
0;0;0;0;0;1;0.25;0;0;1;209
0;0;0;0;0;1;0.25;0;0;1;210
0;0;0;0;0;1;0.25;0;0;1;211
0;0;0;0;0;1;0.25;0;0;1;212
0;0;0;0;0;1;0.25;0;0;1;213
0;0;0;0;0;1;0.25;0;0;1;214
0;0;0;0;0;1;0.25;0;0;1;215
0;0;0;0;0;1;0.25;0;0;1;216
0;0;0;0;0;1;0.25;0;0;1;217
1;0;0;0;0;1;0.25;0;0;1;218
1;0;0;0;0;1;0.25;0;0;1;219
1;1;0;0;0;1;0.25;0;0;1;220
1;1;0;0;0;1;0.25;0;0;1;221
1;1;0;0;0;1;0.25;0;0;1;222
1;1;0;0;0;1;0.25;0;0;1;223
1;1;0;0;0;1;0.25;0;0;1;224
1;1;0;0;0;1;0.25;0;0;1;225
1;1;0;0;0;1;0.25;0;0;1;226
1;1;0;0;0;1;0.25;0;0;1;227
1;1;0;0;0;1;0.25;0;0;1;228
1;1;0;0;0;1;0.25;0;0;1;229
1;1;0;0;0;1;0.25;0;0;1;230
1;1;0;0;0;1;0.25;0;0;1;231
1;1;0;0;0;1;0.25;0;0;1;232
1;1;0;0;0;1;0.25;0;0;1;233
1;1;0;0;0;1;0.25;0;0;1;234
1;1;0;0;0;1;0.25;0;0;1;235
1;1;0;0;0;1;0.25;0;0;1;236
1;1;0;0;0;1;0.25;0;0;1;237
1;1;0;0;0;1;0.25;0;0;1;238
1;1;0;0;0;1;0.25;0;0;1;239
1;1;0;0;0;1;0.25;0;0;1;240
1;1;0;0;0;1;0.25;0;0;1;241
1;1;0;0;0;1;0.25;0;0;1;242
1;1;0;0;0;1;0.25;0;0;1;243
1;1;0;0;0;1;0.25;0;0;1;244
1;1;0;0;0;1;0.25;0;0;1;245
1;1;0;0;0;1;0.25;0;0;1;246
1;1;0;0;0;1;0.25;0;0;1;247
1;1;0;0;0;1;0.25;0;0;1;248
1;1;0;0;0;1;0.25;0;0;1;249
1;1;0;0;0;1;0.25;0;0;1;250
1;1;0;0;0;1;0.25;0;0;1;251
1;1;0;0;0;1;0.25;0;0;1;252
1;1;0;0;0;1;0.25;0;0;1;253
1;1;0;0;0;1;0.25;0;0;1;254
1;1;0;0;0;1;0.25;0;0;1;255
1;1;0;0;0;1;0.25;0;0;1;256
1;1;0;0;0;1;0.25;0;0;1;257
1;1;0;0;0;1;0.25;0;0;1;258
1;1;0;0;0;1;0.25;0;0;1;259
1;1;0;0;0;1;0.25;0;0;1;260
1;1;0;0;0;1;0.25;0;0;1;261
1;1;0;0;0;1;0.25;0;0;1;262
1;1;0;0;0;1;0.25;0;0;1;263
1;1;0;0;0;1;0.25;0;0;1;264
1;1;0;0;0;1;0.25;0;0;1;265
1;1;0;0;0;1;0.25;0;0;1;266
1;1;0;0;0;1;0.25;0;0;1;267
1;1;0;0;0;1;0.25;0;0;1;268
1;1;0;0;0;1;0.25;0;0;1;269
1;1;0;0;0;1;0.25;0;0;1;270
1;1;0;0;0;1;0.25;0;0;1;271
1;1;0;0;0;1;0.25;0;0;1;272
1;1;0;0;0;1;0.25;0;0;1;273
1;1;0;0;0;1;0.25;0;0;1;274
1;1;0;0;0;1;0.25;0;0;1;275
1;1;0;0;0;1;0.25;0;0;1;276
1;1;0;0;0;1;0.25;0;0;1;277
1;1;0;0;0;1;0.25;0;0;1;278
1;1;0;0;0;1;0.25;0;0;1;279
1;1;0;0;0;1;0.25;0;0;1;280
1;1;0;0;0;1;0.25;0;0;1;281
1;1;0;0;0;1;0.25;0;0;1;282
1;1;0;0;0;1;0.25;0;0;1;283
1;1;0;0;0;1;0.25;0;0;1;284
1;1;0;0;0;1;0.25;0;0;1;285
1;1;0;0;0;1;0.25;0;0;1;286
1;1;0;0;0;1;0.25;0;0;1;287
1;1;0;0;0;1;0.25;0;0;1;288
1;1;0;0;0;1;0.25;0;0;1;289
1;1;0;0;0;1;0.25;0;0;1;290
1;1;0;0;0;1;0.25;0;0;1;291
1;1;0;0;0;1;0.25;0;0;1;292
1;1;0;0;0;1;0.25;0;0;1;293
1;1;0;0;0;1;0.25;0;0;1;294
1;1;0;0;0;1;0.25;0;0;1;295
1;1;0;0;0;1;0.25;0;0;1;296
1;1;0;0;0;1;0.25;0;0;1;297
1;1;0;0;0;1;0.25;0;0;1;298
1;1;0;0;0;1;0.25;0;0;1;299
1;1;0;0;0;1;0.25;0;0;1;300
1;1;0;0;0;1;0.25;0;0;1;301
1;1;0;0;0;1;0.25;0;0;1;302
1;1;0;0;0;1;0.25;0;0;1;303
1;1;0;0;0;1;0.25;0;0;1;304
1;1;0;0;0;1;0.25;0;0;1;305
1;1;0;0;0;1;0.25;0;0;1;306
1;1;0;0;0;1;0.25;0;0;1;307
1;1;0;0;0;1;0.25;0;0;1;308
1;1;0;0;0;1;0.25;0;0;1;309
1;1;0;0;0;1;0.25;0;0;1;310
1;1;0;0;0;1;0.25;0;0;1;311
1;1;0;0;0;1;0.25;0;0;1;312
1;1;0;0;0;1;0.25;0;0;1;313
1;1;0;0;0;1;0.25;0;0;1;314
1;1;0;0;0;1;0.25;0;0;1;315
1;1;0;0;0;1;0.25;0;0;1;316
1;1;0;0;0;1;0.25;0;0;1;317
1;1;0;0;0;1;0.25;0;0;1;318
1;1;0;0;0;1;0.25;0;0;1;319
1;1;0;0;0;1;0.25;0;0;1;320
1;1;0;0;0;1;0.25;0;0;1;321
1;1;0;0;0;1;0.25;0;0;1;322
1;1;0;0;0;1;0.25;0;0;1;323
1;1;0;0;0;1;0.25;0;0;1;324
1;1;0;0;0;1;0.25;0;0;1;325
1;1;0;0;0;1;0.25;0;0;1;326
1;1;0;0;0;1;0.25;0;0;1;327
1;1;0;0;0;1;0.25;0;0;1;328
1;1;0;0;0;1;0.25;0;0;1;329
1;1;0;0;0;1;0.25;0;0;1;330
1;1;0;0;0;1;0.25;0;0;1;331
1;1;0;0;0;1;0.25;0;0;1;332
1;1;0;0;0;1;0.25;0;0;1;333
1;1;0;0;0;1;0.25;0;0;1;334
1;1;0;0;0;1;0.25;0;0;1;335
1;1;0;0;0;1;0.25;0;0;1;336
1;1;0;0;0;1;0.25;0;0;1;337
1;1;0;0;0;1;0.25;0;0;1;338
1;1;0;0;0;1;0.25;0;0;1;339
1;1;0;0;0;1;0.25;0;0;1;340
1;1;0;0;0;1;0.25;0;0;1;341
1;1;0;0;0;1;0.25;0;0;1;342
1;1;0;0;0;1;0.25;0;0;1;343
1;1;0;0;0;1;0.25;0;0;1;344
1;2;0;0;0;1;0.25;0;0;1;345
1;2;0;0;0;1;0.25;0;0;1;346
1;2;0;0;0;1;0.25;0;0;1;347
1;2;0;0;0;1;0.25;0;0;1;348
1;2;0;0;0;1;0.25;0;0;1;349
1;2;0;0;0;1;0.25;0;0;1;350
1;2;0;0;0;1;0.25;0;0;1;351
1;2;0;0;0;1;0.25;0;0;1;352
1;2;0;0;0;1;0.25;0;0;1;353
1;2;0;0;0;1;0.25;0;0;1;354
1;2;0;0;0;1;0.25;0;0;1;355
1;2;0;0;0;1;0.25;0;0;1;356
1;2;0;0;0;1;0.25;0;0;1;357
1;2;0;0;0;1;0.25;0;0;1;358
1;2;0;0;0;1;0.25;0;0;1;359
1;2;0;0;0;1;0.25;0;0;1;360
1;2;0;0;0;1;0.25;0;0;1;361
1;2;0;0;0;1;0.25;0;0;1;362
1;2;0;0;0;1;0.25;0;0;1;363
1;2;0;0;0;1;0.25;0;0;1;364
1;2;0;0;0;1;0.25;0;0;1;365
1;2;0;0;0;1;0.25;0;0;1;366
1;2;0;0;0;1;0.25;0;0;1;367
1;2;0;0;0;1;0.25;0;0;1;368
1;2;0;0;0;1;0.25;0;0;1;369
1;2;0;0;0;1;0.25;0;0;1;370
1;2;0;0;0;1;0.25;0;0;1;371
1;2;0;0;0;1;0.25;0;0;1;372
1;2;0;0;0;1;0.25;0;0;1;373
1;2;0;0;0;1;0.25;0;0;1;374
1;2;0;0;0;1;0.25;0;0;1;375
1;2;0;0;0;1;0.25;0;0;1;376
1;2;0;0;0;1;0.25;0;0;1;377
1;2;0;0;0;1;0.25;0;0;1;378
1;2;0;0;0;1;0.25;0;0;1;379
1;2;0;0;0;1;0.25;0;0;1;380
1;2;0;0;0;1;0.25;0;0;1;381
1;2;0;0;0;1;0.25;0;0;1;382
1;2;0;0;0;1;0.25;0;0;1;383
1;2;0;0;0;1;0.25;0;0;1;384
1;2;0;0;0;1;0.25;0;0;1;385
1;2;0;0;0;1;0.25;0;0;1;386
1;2;0;0;0;1;0.25;0;0;1;387
1;2;0;0;0;1;0.25;0;0;1;388
1;2;0;0;0;1;0.25;0;0;1;389
1;2;0;0;0;1;0.25;0;0;1;390
1;2;0;0;0;1;0.25;0;0;1;391
1;2;0;0;0;1;0.25;0;0;1;392
1;2;0;0;0;1;0.25;0;0;1;393
1;2;0;0;0;1;0.25;0;0;1;394
1;2;0;0;0;1;0.25;0;0;1;395
1;2;0;0;0;1;0.25;0;0;1;396
1;2;0;0;0;1;0.25;0;0;1;397
1;2;0;0;0;1;0.25;0;0;1;398
1;2;0;0;0;1;0.25;0;0;1;399
1;2;0;0;0;1;0.25;0;0;1;400
1;2;0;0;0;1;0.25;0;0;1;401
1;2;0;0;0;1;0.25;0;0;1;402
1;2;0;0;0;1;0.25;0;0;1;403
1;2;0;0;0;1;0.25;0;0;1;404
1;2;0;0;0;1;0.25;0;0;1;405
1;2;0;0;0;1;0.25;0;0;1;406
1;2;0;0;0;1;0.25;0;0;1;407
1;2;0;0;0;1;0.25;0;0;1;408
1;2;0;0;0;1;0.25;0;0;1;409
1;2;0;0;0;1;0.25;0;0;1;410
1;2;0;0;0;1;0.25;0;0;1;411
1;2;0;0;0;1;0.25;0;0;1;412
1;2;0;0;0;1;0.25;0;0;1;413
1;2;0;0;0;1;0.25;0;0;1;414
1;2;0;0;0;1;0.25;0;0;1;415
1;2;0;0;0;1;0.25;0;0;1;416
1;2;0;0;0;1;0.25;0;0;1;417
1;2;0;0;0;1;0.25;0;0;1;418
1;2;0;0;0;1;0.25;0;0;1;419
1;2;0;0;0;1;0.25;0;0;1;420
1;2;0;0;0;1;0.25;0;0;1;421
1;2;0;0;0;1;0.25;0;0;1;422
1;2;0;0;0;1;0.25;0;0;1;423
1;2;0;0;0;1;0.25;0;0;1;424
1;2;0;0;0;1;0.25;0;0;1;425
1;2;0;0;0;1;0.25;0;0;1;426
1;3;0;0;0;1;0.25;0;0;1;427
1;3;0;0;0;1;0.25;0;0;1;428
1;3;0;0;0;1;0.25;0;0;1;429
1;3;0;0;0;1;0.25;0;0;1;430
1;3;0;0;0;1;0.25;0;0;1;431
1;3;0;0;0;1;0.25;0;0;1;432
1;3;0;0;0;1;0.25;0;0;1;433
1;3;0;0;0;1;0.25;0;0;1;434
1;3;0;0;0;1;0.25;0;0;1;435
1;3;0;0;0;1;0.25;0;0;1;436
1;3;0;0;0;1;0.25;0;0;1;437
1;3;0;0;0;1;0.25;0;0;1;438
1;3;0;0;0;1;0.25;0;0;1;439
1;3;0;0;0;1;0.25;0;0;1;440
1;3;0;0;0;1;0.25;0;0;1;441
1;3;0;0;0;1;0.25;0;0;1;442
1;3;0;0;0;1;0.25;0;0;1;443
1;3;0;0;0;1;0.25;0;0;1;444
1;3;0;0;0;1;0.25;0;0;1;445
1;3;0;0;0;1;0.25;0;0;1;446
1;3;0;0;0;1;0.25;0;0;1;447
1;3;0;0;0;1;0.25;0;0;1;448
1;3;0;0;0;1;0.25;0;0;1;449
1;3;0;0;0;1;0.25;0;0;1;450
1;3;0;0;0;1;0.25;0;0;1;451
1;3;0;0;0;1;0.25;0;0;1;452
1;3;0;0;0;1;0.25;0;0;1;453
1;3;0;0;0;1;0.25;0;0;1;454
1;3;0;0;0;1;0.25;0;0;1;455
1;3;0;0;0;1;0.25;0;0;1;456
1;3;0;0;0;1;0.25;0;0;1;457
1;3;0;0;0;1;0.25;0;0;1;458
1;3;0;0;0;1;0.25;0;0;1;459
1;3;0;0;0;1;0.25;0;0;1;460
1;3;0;0;0;1;0.25;0;0;1;461
1;3;0;0;0;1;0.25;0;0;1;462
1;3;0;0;0;1;0.25;0;0;1;463
1;3;0;0;0;1;0.25;0;0;1;464
1;3;0;0;0;1;0.25;0;0;1;465
1;3;0;0;0;1;0.25;0;0;1;466
1;3;0;0;0;1;0.25;0;0;1;467
1;3;0;0;0;1;0.25;0;0;1;468
1;3;0;0;0;1;0.25;0;0;1;469
1;3;0;0;0;1;0.25;0;0;1;470
1;3;0;0;0;1;0.25;0;0;1;471
1;3;0;0;0;1;0.25;0;0;1;472
1;3;0;0;0;1;0.25;0;0;1;473
1;3;0;0;0;1;0.25;0;0;1;474
1;3;0;0;0;1;0.25;0;0;1;475
1;3;0;0;0;1;0.25;0;0;1;476
1;3;0;0;0;1;0.25;0;0;1;477
1;3;0;0;0;1;0.25;0;0;1;478
1;3;0;0;0;1;0.25;0;0;1;479
1;3;0;0;0;1;0.25;0;0;1;480
1;3;0;0;0;1;0.25;0;0;1;481
1;3;0;0;0;1;0.25;0;0;1;482
1;3;0;0;0;1;0.25;0;0;1;483
1;3;0;0;0;1;0.25;0;0;1;484
1;3;0;0;0;1;0.25;0;0;1;485
1;3;0;0;0;1;0.25;0;0;1;486
1;3;0;0;0;1;0.25;0;0;1;487
1;3;0;0;0;1;0.25;0;0;1;488
1;3;0;0;0;1;0.25;0;0;1;489
1;3;0;0;0;1;0.25;0;0;1;490
1;3;0;0;0;1;0.25;0;0;1;491
1;3;0;0;0;1;0.25;0;0;1;492
1;3;0;0;0;1;0.25;0;0;1;493
1;3;0;0;0;1;0.25;0;0;1;494
1;3;0;0;0;1;0.25;0;0;1;495
1;3;0;0;0;1;0.25;0;0;1;496
1;3;0;0;0;1;0.25;0;0;1;497
1;3;0;0;0;1;0.25;0;0;1;498
1;3;0;0;0;1;0.25;0;0;1;499
1;3;0;0;0;1;0.25;0;0;1;500
1;3;0;0;0;1;0.25;0;0;1;501
1;3;0;0;0;1;0.25;0;0;1;502
1;3;0;0;0;1;0.25;0;0;1;503
1;3;0;0;0;1;0.25;0;0;1;504
1;3;0;0;0;1;0.25;0;0;1;505
1;3;0;0;0;1;0.25;0;0;1;506
1;3;0;0;0;1;0.25;0;0;1;507
1;3;0;0;0;1;0.25;0;0;1;508
1;3;0;0;0;1;0.25;0;0;1;509
1;3;0;0;0;1;0.25;0;0;1;510
1;3;0;0;0;1;0.25;0;0;1;511
1;3;0;0;0;1;0.25;0;0;1;512
1;3;0;0;0;1;0.25;0;0;1;513
1;3;0;0;0;1;0.25;0;0;1;514
1;3;0;0;0;1;0.25;0;0;1;515
1;3;0;0;0;1;0.25;0;0;1;516
1;3;0;0;0;1;0.25;0;0;1;517
1;3;0;0;0;1;0.25;0;0;1;518
1;3;0;0;0;1;0.25;0;0;1;519
1;3;0;0;0;1;0.25;0;0;1;520
1;3;0;0;0;1;0.25;0;0;1;521
1;3;0;0;0;1;0.25;0;0;1;522
1;3;0;0;0;1;0.25;0;0;1;523
1;3;0;0;0;1;0.25;0;0;1;524
1;3;0;0;0;1;0.25;0;0;1;525
1;3;0;0;0;1;0.25;0;0;1;526
1;3;0;0;0;1;0.25;0;0;1;527
1;3;0;0;0;1;0.25;0;0;1;528
1;3;0;0;0;1;0.25;0;0;1;529
1;3;0;0;0;1;0.25;0;0;1;530
1;3;0;0;0;1;0.25;0;0;1;531
1;3;0;0;0;1;0.25;0;0;1;532
1;3;0;0;0;1;0.25;0;0;1;533
1;3;0;0;0;1;0.25;0;0;1;534
1;3;0;0;0;1;0.25;0;0;1;535
1;3;0;0;0;1;0.25;0;0;1;536
1;3;0;0;0;1;0.25;0;0;1;537
1;3;0;0;0;1;0.25;0;0;1;538
1;3;0;0;0;1;0.25;0;0;1;539
1;3;0;0;0;1;0.25;0;0;1;540
1;3;0;0;0;1;0.25;0;0;1;541
1;3;0;0;0;1;0.25;0;0;1;542
1;3;0;0;0;1;0.25;0;0;1;543
1;3;0;0;0;1;0.25;0;0;1;544
1;3;0;0;0;1;0.25;0;0;1;545
1;3;0;0;0;1;0.25;0;0;1;546
1;3;0;0;0;1;0.25;0;0;1;547
1;3;0;0;0;1;0.25;0;0;1;548
1;3;0;0;0;1;0.25;0;0;1;549
1;3;0;0;0;1;0.25;0;0;1;550
1;3;0;0;0;1;0.25;0;0;1;551
1;3;0;0;0;1;0.25;0;0;1;552
1;3;0;0;0;1;0.25;0;0;1;553
1;3;0;0;0;1;0.25;0;0;1;554
1;3;0;0;0;1;0.25;0;0;1;555
1;3;0;0;0;1;0.25;0;0;1;556
1;3;0;0;0;1;0.25;0;0;1;557
1;3;0;0;0;1;0.25;0;0;1;558
1;3;0;0;0;1;0.25;0;0;1;559
1;3;0;0;0;1;0.25;0;0;1;560
1;3;0;0;0;1;0.25;0;0;1;561
1;3;0;0;0;1;0.25;0;0;1;562
1;3;0;0;0;1;0.25;0;0;1;563
1;3;0;0;0;1;0.25;0;0;1;564
1;3;0;0;0;1;0.25;0;0;1;565
1;3;0;0;0;1;0.25;0;0;1;566
1;3;0;0;0;1;0.25;0;0;1;567
1;3;0;0;0;1;0.25;0;0;1;568
1;3;0;0;0;1;0.25;0;0;1;569
1;3;0;0;0;1;0.25;0;0;1;570
1;3;0;0;0;1;0.25;0;0;1;571
1;3;0;0;0;1;0.25;0;0;1;572
1;3;0;0;0;1;0.25;0;0;1;573
1;3;0;0;0;1;0.25;0;0;1;574
1;3;0;0;0;1;0.25;0;0;1;575
1;3;0;0;0;1;0.25;0;0;1;576
